cost_mrd,worst_q_share,ci_need
2.0445549336420723,0.25146885216120346,0.24086349034587692
4.018884025239877,0.26484006769160434,0.25026773171006544
1.969526199656093,0.23218530543075952,0.20523197199429785
9.882717753809587,0.23623506507938108,0.21394608727033593
0.7406740637583076,0.2427292839936119,0.20733138158193065
3.791253307812378,0.24603400348656615,0.2095890650360833
1.45093058163758,0.22951103498624467,0.20412810850445468
1.2770678955814736,0.2586656341838629,0.2824876440149894
1.772040851744193,0.2517125678575531,0.2315545361981413
9.367853583877212,0.25307844436927024,0.26714818413988756
0.9805247172603403,0.2801651294915701,0.28518358888111595
4.20356772632166,0.25260978378708554,0.22880941605544644
3.6906348175251886,0.21486354208109074,0.20395811776396064
1.6327239183742905,0.27266573795016535,0.26011684738725066
0.22279454657381445,0.2482039770674766,0.247399755070009
4.400002758627017,0.27531105256929295,0.24241907784057512
0.9907172438256474,0.2645808145027165,0.28177441679699844
2.509076459132599,0.26136099769139554,0.2416776647072795
4.730019035285757,0.24695134809486474,0.20421184729930408
1.4904355867447356,0.28086749935642846,0.25923640229510114
1.5726025833459678,0.244492834135913,0.222620432631845
3.8905763973500744,0.28924466921633346,0.2469539730722105
0.9081377160925564,0.2870534370140216,0.2879577638472082
4.012280037990735,0.2678051016069935,0.23618528822441545
4.040020531885594,0.2241340992754943,0.22800689123415094
4.442680692262835,0.28841257912617313,0.28114645565925045
1.4878026101464834,0.23222950784146967,0.2467048363868594
3.8940067668655582,0.2814407080175171,0.27063965248188615
4.070169827361732,0.2344807733418286,0.22223423391342403
1.0878623552163789,0.25318727524558376,0.23737242422542773
5.499832931122201,0.2936059589648092,0.2677744681477706
0.9461793294061717,0.2633916147248224,0.24428261011481628
1.5994102185358154,0.25308195658997884,0.23424834955126553
1.6149549943915646,0.26540427119099397,0.21636949554614263
4.424319342796669,0.28081743297606515,0.23682133947441417
2.2028677436711064,0.23966747368772431,0.24829902681855046
6.457982554302844,0.24987616877567986,0.2028387963994461
1.0936489332092196,0.23959899142139654,0.22271025062414346
2.9956530632925373,0.27393730347121875,0.2474508814215502
1.6805206638040913,0.2365982500612162,0.23435800808179894
2.8058598985393224,0.25131245652954104,0.22842889088368531
3.964605605397829,0.2678807855124589,0.2970532904189129
4.3659716587805635,0.25699083833726194,0.23581738297726684
0.7327970931463401,0.27788681310412744,0.2414188599473974
4.161431616878952,0.2821517502930803,0.2723240305289638
1.4166314194562084,0.25692236905051186,0.24320778062167517
1.192413091257401,0.25398646027230865,0.23441478774188085
2.6815268672161383,0.2554974456408101,0.2674216665124361
1.5265535305221627,0.26043009171479864,0.2704036534851215
3.353780315522244,0.2533647085365453,0.2600345053415375
0.3541547991975586,0.24366208279049067,0.2562804558416862
1.6622581528992015,0.22647586115671553,0.20773022374841263
1.040939552208713,0.22373366628321248,0.2102720247325949
4.94440137294838,0.26012441300240463,0.2357946082872766
3.713354362490758,0.24549923801576728,0.24038499955076317
2.1100476455503934,0.2578327103762824,0.2612048932824534
0.6990649599864636,0.25390166481247023,0.2632419958526474
2.936814638275416,0.2907896555686841,0.2591994760608607
3.1134758531951228,0.2466840623970291,0.22297636425811668
2.0191454537805895,0.274279059118021,0.27630766940830664
4.125452914370345,0.2800009955927232,0.24628805079814906
0.9809449268150888,0.2658112419863268,0.23173574895607815
3.0677008995993496,0.2822103217192031,0.26644549066874534
6.570213482515275,0.27658552015300725,0.2620264727600963
6.34752725500368,0.263703948870109,0.2361885383971538
0.5583188363519961,0.2547888872925352,0.25109755551577073
1.3729596809093443,0.24951803747397747,0.2018180230474593
5.301706055214695,0.22856571850201732,0.2171055689195247
2.221668616119219,0.25798924117216354,0.24202370551591731
2.799817672786874,0.30336234784344107,0.26039747559864607
2.019406151631759,0.25393324860661837,0.22998164905896554
4.915787457310044,0.2524170514977483,0.22076730691561727
1.385840509036102,0.2522278984724535,0.25939369550882835
2.191703484491011,0.23771095872661366,0.25250231781388693
2.7372593192763555,0.24573803785749634,0.2147812093681161
2.6551524539572595,0.27060070637121897,0.29734408264926954
2.533017539660083,0.27574421285545003,0.2623853656108387
4.711134272950032,0.25282047467429297,0.2441373653508484
2.9376235177273067,0.2665014365922379,0.2720034477995676
2.1135231242873265,0.240840654565022,0.2321225170929171
3.2538952480159065,0.2635490713402576,0.2734940336374292
1.5568408752054828,0.2799285261550332,0.2765708559696967
0.9114491577315423,0.2501790447804406,0.2305618002482679
3.3932977860485676,0.2829612206545068,0.2482072001596052
2.4817888429032458,0.2367020215967711,0.26836991929468573
2.033253113919824,0.239957996585524,0.20970561895587583
7.651976308941916,0.2197727719697955,0.1565394711539313
6.461519810383287,0.2578098491504332,0.24958458624808086
2.6800443759244534,0.2752426091424644,0.2627690501168898
1.6781291801497054,0.2658390269494687,0.2445863236069852
2.6703564716490664,0.2727661071371482,0.2677341358543276
2.675322390657603,0.26751400058162855,0.2802647524787656
2.0454977694355723,0.24607482983625006,0.21185940645843226
4.02081264252816,0.23519829766744543,0.24206259483029918
0.6796985541717271,0.2745121511905464,0.2931754084175457
2.2809876204082213,0.2523201289047731,0.20029405586292112
2.1509972641203587,0.22548018495442182,0.20258658737591848
3.9182057290622825,0.2407906910912385,0.2458993808478284
3.430035495445742,0.24878216642276477,0.22394499681247765
4.344893922232232,0.2568353342476918,0.20818409594201018
2.850804989431713,0.23067450899385644,0.2340541219626236
2.112263947803061,0.25460112089093445,0.2376815619808321
2.344229204149175,0.26333640441551637,0.25000449308558476
2.1105050899447315,0.259236101889997,0.2992244502327127
0.806997232120135,0.2760987341022702,0.24445849302484637
1.6364449623235389,0.2770776921066983,0.2646931377760851
6.484874140764128,0.24571701164759055,0.2101182744925541
3.673296984851796,0.2511275192593759,0.20210996124198577
6.213501679064151,0.24076709825572148,0.20104128088050416
0.671163839297575,0.2310291365207322,0.25385759027304555
3.505050028249996,0.2651313619938122,0.2587097780521225
0.23646101716761375,0.25322496954134843,0.2306741184503003
2.889706101315335,0.222166633843477,0.2059988200497009
1.5360757734771133,0.23970030958939403,0.25376183288600823
1.7900967582901153,0.2249539384234129,0.24587137689453134
2.728864501788704,0.22548565127820963,0.19736178979739014
2.3582191278128133,0.23197751200706448,0.23942088462003464
3.0097811369543237,0.26203893668463774,0.23925330716507964
6.764488457117596,0.2476102290283037,0.22678340479137998
0.8880003155629526,0.2532483153293719,0.2627034845180537
1.3438408127175474,0.2154286544762739,0.19511041856328684
4.0256534418079895,0.2612506447351061,0.24514269491617374
5.7628393336056725,0.26057069666753474,0.23926914707517857
1.3707074037392766,0.2704105154377105,0.25081569197512227
4.506103943133274,0.24014672399829082,0.20066063567217185
1.1942783741633,0.22020789743812247,0.19758494658563716
1.223291230065425,0.26577682252716944,0.21476760321106836
0.8501838529046641,0.27258245317338553,0.2657483455666836
2.216391372622818,0.2514633439378828,0.2560566008902145
4.107094450372483,0.22540501751204203,0.18884233940259676
4.465305710209074,0.2485117104525216,0.2410128272838134
1.154561990228859,0.26150741411232753,0.24060386402297823
3.466407824379515,0.2677344427107302,0.2534609427027774
3.7120653251760456,0.2738209671784851,0.2530222632287674
1.6136170453117888,0.26763395524881106,0.2619875590308229
3.57117674855269,0.2797405377437592,0.28256239614939815
3.077917522483432,0.25660765956027937,0.24470234475287153
0.6473256132346811,0.253065936927482,0.2565109732017173
9.668722708317109,0.24597009276847967,0.23596108833447466
0.7424371406576673,0.25361567095911886,0.24478830824823647
2.3888342741640987,0.2683099596938561,0.22881028510879653
0.6167735753537209,0.2720927471391787,0.25074732619609347
1.5184306394415081,0.2669206754001384,0.23620255244908395
1.6146789008565192,0.270648657511442,0.26221511888191945
1.3135611557266762,0.2591853985129852,0.23059223231140238
1.2966396918966112,0.2497242809788287,0.2419714014909658
5.067061330937631,0.23397991830293569,0.22930437715281854
9.14983188734796,0.272896682706878,0.2751342830031203
0.6503054328552227,0.27147919325137226,0.2591636443853939
4.132509791272298,0.27520306918035753,0.29571112447538206
1.3094853802041002,0.2859500509901618,0.29020027382381297
0.714330335335741,0.24597687093072423,0.21748483518765147
2.265795234063453,0.27645943062422473,0.26469261131173943
1.5765495038534019,0.282354202447589,0.29926595576427384
3.7678137852100106,0.25351745078802673,0.1996277045030291
1.9066350275831663,0.23582975153779984,0.23560717940725528
2.9956391348851095,0.2578023891878308,0.20951603755187104
1.8656158737992494,0.26259251263837946,0.253682275827724
2.484802029927289,0.26101350333039414,0.22361766901705887
5.941440055654836,0.2577780522587016,0.25078919436674174
1.5444855436390523,0.2711860999683033,0.2335164785962736
1.7752576072816832,0.29112085340865385,0.278682310695848
1.8372298278582668,0.2685768289694149,0.27490051928584025
2.660386561146277,0.2789891478710455,0.2578971356266983
2.715406872629118,0.2685382144625977,0.24134098521793623
1.954550649334397,0.23468116592550883,0.2294574922777182
4.495140664587139,0.27066152575925956,0.2543701665665734
2.3019058887148582,0.2379275188412883,0.24921719028864994
2.266270088705191,0.23137388560781735,0.2410065446044594
1.7619467557209305,0.23478758563740568,0.25949578895243675
2.3349126908861133,0.26119853218551864,0.235156166255316
2.440800834377336,0.23728067813490225,0.24160764488834316
1.3398306943567295,0.22780617599980074,0.2415054833276049
1.304621996909442,0.261442834999073,0.2696419872312614
0.9988689187727162,0.2613357771914206,0.2506164593885051
0.9206338768070272,0.25580856342761193,0.23648302171522714
2.721534732582215,0.24908356790505523,0.24484557961437653
9.41762842281353,0.26399689443996704,0.274579724626437
1.0577444099106645,0.25382222060494175,0.24051869407691556
2.7167149645241935,0.24680129096260614,0.2780514455027303
3.342581304370607,0.25500519538842475,0.25969990677722643
2.5883031580055467,0.25924187024209044,0.22142966233373157
2.1357641536243515,0.2422371005174499,0.24814835547448721
2.8179348465168625,0.24203292297358808,0.22077250702512247
2.764451264418454,0.250728251669812,0.2755074353449277
1.689235778814987,0.2409909333778563,0.23812127616087647
2.100279458279388,0.24052761245375653,0.2096670745738
4.353374306776945,0.21759474177596846,0.2124920790446199
3.8364076316082016,0.24729682436113243,0.24099968199576075
0.5706635460814802,0.25200549361300795,0.23570863229906575
1.4743406678743265,0.24501786774871498,0.23996531126976042
1.9790766874714463,0.2701143840422142,0.24721524239484813
0.7542950938793385,0.2330149447179163,0.18978903379359843
4.106363214689633,0.2540575806245897,0.22824170968089505
1.5017710758388838,0.24305256493598823,0.2639515854616799
0.9072051302561001,0.30253848694534297,0.2926345294552331
5.796999289297971,0.24082910078521086,0.20549786481914809
3.505618920721892,0.25207995230450614,0.2559512982917652
2.3892706694698918,0.26113903755787077,0.23504472943528987
0.4807739563208509,0.2852619042533095,0.26843908729469057
0.3280606249157573,0.2615921557442432,0.2802370783692438
2.7712479848483524,0.26404326656653787,0.24884776812066756
1.6869102454484664,0.27278004028506786,0.26748177381959065
0.5593985954219253,0.2573246512489284,0.25036361295865317
1.1691183386222803,0.27450334400795107,0.28302558723372906
1.956945829880571,0.26479033775327443,0.23628643084818474
1.5839663659427796,0.24935776001086296,0.19622659931141095
1.5683622078939001,0.2555915802075159,0.2864365198255255
1.0522965967477866,0.25769727635616446,0.27141299119901885
2.4899740450178816,0.24523144811499878,0.22197664987859278
0.5795165227356206,0.23182662528839884,0.27080708405430043
3.8570351339083864,0.25516170550185757,0.25572257715687485
3.1677250246853155,0.25734379540707564,0.2341064879286996
5.148020372858705,0.2231956493662142,0.23073127916113295
2.5637111797361194,0.24383847777172757,0.21077828086843736
1.544194750930419,0.2275526224698515,0.30573622263363365
7.361177889537209,0.2490639643005477,0.22318495641542688
2.4184613500466003,0.2609852917155999,0.2151889954012065
3.5754058212465223,0.29313587740117475,0.24522450010150815
4.259490257115209,0.2284697146733171,0.23792284743787775
3.374787668245804,0.2737772392725744,0.23951243427756538
0.9167341616964118,0.2218243754281816,0.289390552969459
2.395987171954242,0.2511017794348434,0.24091728416589384
1.7285423181498885,0.2470111105937026,0.2478593750148925
1.4380423932359356,0.2739876957046713,0.2618691104110059
5.013915401981965,0.24261249050664072,0.23338171653686618
2.6176487796229626,0.27396915126287785,0.28533950293891774
1.6382543879132414,0.24742590176727047,0.2386627099546939
3.0354779206089013,0.26463010530146625,0.25890130168445663
1.0827272659439902,0.27978496876011794,0.24614452094635147
2.311670711985967,0.26514477327506025,0.2203896323793142
0.8864337365784911,0.24939225996391826,0.2816076987427399
0.3228961996534982,0.24936230944490156,0.2550376204215666
4.072687325546733,0.28326221810956037,0.25776279917737105
2.7274916715378352,0.2457597088540406,0.2373926290262927
1.7760534654453022,0.266969882799413,0.24753841645250735
9.259104896525137,0.2728910158657117,0.2760350047125398
5.352156995963239,0.24366517208423835,0.20828291173079957
1.738347272752768,0.23090184408554773,0.19911000569700257
7.472354984843584,0.28601121599756507,0.2646987899639339
0.16499680964489521,0.24559192310424086,0.19439766021956473
2.8351648542170675,0.2686506177999982,0.26075093963528323
1.7084837158197657,0.23139906746782624,0.25418335956660565
0.782407041215836,0.2814437188702287,0.2531067867040022
1.3125563253959844,0.2666154962943264,0.2636662085532952
3.824262836240365,0.2593142063622467,0.26681477481562954
4.572158544515699,0.26990877118302437,0.2508790615369897
0.9832504319153598,0.25485852957125926,0.282013905476734
2.502049374339835,0.2690488799281183,0.23964876622453285
2.015791259538141,0.27087252233952325,0.24799591794085504
1.9448731086137694,0.2685876174930076,0.27094761560883973
1.969283223355462,0.23863425855959564,0.23220543467682261
1.1931070406339483,0.2663922502470758,0.2729288209034054
5.818406917333898,0.2883949626471306,0.280708991850917
1.5175099898752835,0.28070454476668794,0.24648262877967506
4.517611450480082,0.26695978528477277,0.24438516993624845
0.5263795612832326,0.2693207865745659,0.2653810173662926
3.1541600781125276,0.23054662507359477,0.24498933002991283
0.3983964307572464,0.26074237142746026,0.27468310137644947
1.1872675998628308,0.26210100808756154,0.2897921348710413
3.1078572654630903,0.2451821370589046,0.27705235702621384
1.8102246613047008,0.24083202976792922,0.26958948795703347
