district_id,district_name,county_id,county_name,nuts3_code,is_budapest_district,pop,jobseekers,jobseeker_rate,county_cases,pop_share,lambda,lambda_lo,lambda_hi,county_child_pop,pop_child,pop_u5,burden_rate,burden_rate_u5,komplex_mutato,kedvezmenyezett_290,komplex_program_290,deprivation_290,evidence_class,confidence,vacant_paed,vacant_any,vacant_paed_practice_rate
068,Tiszaújvárosi,05,Borsod-Abaúj-Zemplén,,False,20036.0,1116.1666666666667,0.05570805882744394,493,0.05001248065498477,24.656152962907495,12.328076481453747,36.98422944436124,100996,5051.060496230843,1717.3605687184865,488.13814408491425,14.357004237791594,5191,0,0,-0.3327727517410417,estimated,low,0.0,2.0,0.0
069,Tokaji,05,Borsod-Abaúj-Zemplén,,False,7473.0,708.0833333333333,0.09475221909987064,493,0.018653586940242623,9.196218361539612,4.598109180769806,13.794327542309418,100996,1883.9376666167439,640.5388066496929,488.13814408491425,14.357004237791594,3241,1,0,0.9070403818792521,estimated,low,1.0,3.0,13.381506757660912
070,Csongrádi,06,Csongrád-Csanád,,False,12805.0,366.25000000000006,0.028602108551347136,130,0.050874258538969166,6.613653610065992,3.306826805032996,9.920480415098988,52006,2645.7666895776306,899.5606744563945,249.97115717417222,7.352092858063887,3940,1,0,0.4626150585969006,estimated,low,0.0,2.0,0.0
071,Hódmezővásárhelyi,06,Csongrád-Csanád,,False,32396.0,715.6666666666666,0.022091204675474336,130,0.12870929165391995,16.732207915009592,8.366103957504796,25.098311872514387,52006,6693.6554217537605,2275.8428433962786,249.97115717417222,7.352092858063888,4663,1,0,0.0029304967469147643,estimated,low,2.0,3.0,6.173601679219657
072,Kisteleki,06,Csongrád-Csanád,,False,10984.0,309.25,0.028154588492352514,130,0.04363942645779284,5.673125439513069,2.8365627197565346,8.509688159269604,52006,2269.5120123639745,771.6340842037514,249.97115717417222,7.352092858063887,3156,1,0,0.9610835184729571,estimated,low,0.0,1.0,0.0
073,Makói,06,Csongrád-Csanád,,False,26232.0,777.0833333333334,0.029623487851987394,130,0.1042197227640952,13.548563959332377,6.774281979666188,20.322845938998565,52006,5420.050902069535,1842.817306703642,249.97115717417222,7.352092858063888,3522,1,0,0.7283801303165328,estimated,low,1.0,4.0,3.812137846904544
074,Mórahalmi,06,Csongrád-Csanád,,False,16660.0,394.33333333333337,0.02366946778711485,130,0.06619017159384821,8.604722307200268,4.302361153600134,12.9070834608004,52006,3442.2860639096702,1170.377261729288,249.97115717417222,7.352092858063887,3822,1,0,0.537639648221103,estimated,low,1.0,1.0,6.002400960384154
075,Szegedi,06,Csongrád-Csanád,,False,129700.0,1909.4166666666665,0.014721793883320481,130,0.5152980345571496,66.98874449242945,33.49437224621472,100.48311673864417,52006,26798.589585179125,9111.520458960904,249.97115717417216,7.3520928580638865,6383,0,0,-1.0906482672668827,estimated,low,1.0,1.0,0.7710100231303006
076,Szentesi,06,Csongrád-Csanád,,False,22922.0,610.3333333333333,0.026626530552889507,130,0.091069094434225,11.83898227644925,5.919491138224625,17.758473414673876,52006,4736.139325146306,1610.287370549744,249.97115717417222,7.352092858063887,4308,1,0,0.2286400672265067,estimated,low,2.0,6.0,8.725242125468982
077,Bicskei,07,Fejér,,False,23753.0,533.0,0.02243927082894792,127,0.08696782413848655,11.044913665587792,5.522456832793896,16.56737049838169,61742,5369.567397958437,1825.6529153058686,205.69466489585693,6.049843085172262,4861,0,0,-0.12295822143606891,estimated,low,0.0,1.0,0.0
