,eta=0.1,eta=0.25,eta=0.5,eta=0.75,eta=1,eta=1.5
UR=3,0.20202851757338708,0.2168757603279584,0.23820016847323897,0.2561325959332661,0.2714227386554302,0.29611216491797154
UR=5,0.2020285175733871,0.2168757603279584,0.23820016847323897,0.2561325959332661,0.2714227386554302,0.29611216491797154
UR=8,0.2020285175733871,0.21687576032795838,0.23820016847323888,0.2561325959332661,0.2714227386554302,0.29611216491797154
UR=12,0.20202851757338708,0.2168757603279584,0.23820016847323897,0.2561325959332661,0.2714227386554302,0.29611216491797154
UR=15,0.2020285175733871,0.2168757603279584,0.23820016847323897,0.2561325959332661,0.2714227386554301,0.2961121649179716
