district_id,s0_statusquo,s1_percapita,s2_epi,s3_socio,s4_capacity,s5_fullneed,s6_costgap,s7_statutory,district_name,county_id,county_name,nuts3_code,need_score,need_rank,score_socioeconomic,pop,lambda
075,0.0,52039824.709648274,49533233.13548466,10281448.111921774,5060798.545836466,44099836.57334607,10712823.272043195,0.0,Szegedi,06,Csongrád-Csanád,,0.15260754546634525,153,-1.023255113397125,129700.0,66.98874449242945
076,0.0,9197045.967575617,8754053.73887108,5853982.069929777,9092060.743250627,8194053.457434176,1893287.085904195,27947619.124257535,Szentesi,06,Csongrád-Csanád,,0.2631541657192228,106,-0.6495548416630617,22922.0,11.83898227644925
077,0.0,9530469.979400735,8166898.59922197,4594819.612170447,103411.63611023065,7246279.214340199,1766299.8321723833,0.0,Bicskei,07,Fejér,,0.14527244907934922,158,-0.7809966484069245,23753.0,11.044913665587792
078,0.0,22987398.899500143,19698478.278391153,22875658.770464074,36218495.71431319,18781924.819665235,4260297.64597399,0.0,Dunaújvárosi,07,Fejér,,0.3053240145012894,96,-0.3442246862142442,57292.0,26.640222023696197
079,0.0,5190340.573970779,4447732.9297156315,6315097.043648089,9048585.45178442,4301137.80468382,961935.5293639519,15772201.421839086,Enyingi,07,Fejér,,0.33813299225020793,87,-0.15559192029051386,12936.0,6.01511401414742
080,0.0,9431766.842326153,8082317.407144817,2787069.876937112,4598474.128985809,7223402.6338752145,1748006.995111195,0.0,Gárdonyi,07,Fejér,,0.1608791329006497,150,-0.9398806452508611,23507.0,10.93052606142265
081,0.0,7553197.379792821,6472524.149806491,3524383.149795869,9074223.944819117,5960887.46414667,1399848.201938497,0.0,Martonvásári,07,Fejér,,0.22670045433605396,122,-0.794202121647279,18825.0,8.753441660198298
082,0.0,8799023.561161038,7540103.8302925015,4648858.333419103,9087741.948023863,6930507.621901955,1630739.4989913006,0.0,Móri,07,Fejér,,0.22234905910186417,126,-0.7416469246097669,21930.0,10.19723642008758
084,0.0,6840608.877986071,5861889.202127536,8535224.736466574,18058758.877071112,5801160.806270414,1267782.8416918688,20786971.400814362,Sárbogárdi,07,Fejér,,0.39277494848280925,73,-0.12917639359732377,17049.0,7.9276189569572795
085,0.0,39253354.90357987,33637183.67191865,14663749.946323326,54379525.57794874,30998916.978871576,7274897.704756814,0.0,Székesfehérvári,07,Fejér,,0.22818603894694828,121,-0.8734150639467869,97832.0,45.490927197902785
086,0.0,8299088.159555627,4411334.170867861,385785.7676163394,90050.36337742647,3733743.278820162,954063.3706903735,0.0,Csornai,08,Győr-Moson-Sopron,,0.04644016115849436,191,-1.1518836756665587,20684.0,5.965888332681695
087,0.0,53444940.100035235,28408360.77296175,7039776.704889439,54533513.26662887,24934306.899579532,6144031.575261029,0.0,Győri,08,Győr-Moson-Sopron,,0.12214805742226675,165,-1.079316951981734,133202.0,38.41946710935347
088,0.0,6173359.622071306,3281414.9851563,1165278.8280032885,27043785.768860027,3094760.0111654084,709689.5678515802,0.0,Kapuvári,08,Győr-Moson-Sopron,,0.2802915287965327,103,-1.0307553597617236,15386.0,4.43778562592538
089,0.0,21843485.71332276,11610783.387943203,2569149.301154149,13725416.109491315,10065055.210563306,2511127.6331345304,0.0,Mosonmagyaróvári,08,Győr-Moson-Sopron,,0.09594167454645686,178,-1.0913246457473316,54441.0,15.702423453854388
090,0.0,4197290.719256982,2231046.546192646,601113.7823928416,45543.26297095621,1897447.1814978023,482520.64014658664,0.0,Pannonhalmi,08,Győr-Moson-Sopron,,0.056295943707134304,188,-1.0695308011504039,10461.0,3.0172673490709347
091,0.0,27237251.045410667,14477809.362560138,319921.16344423854,13783941.87988789,12435981.468528777,3131195.023010313,0.0,Soproni,08,Győr-Moson-Sopron,,0.07683391316818682,183,-1.1814600610870654,67884.0,19.57978938192633
092,0.0,4002693.070959531,2127609.2481424185,505564.39352851885,9035698.724091655,1926602.9910448377,460149.68990558723,12163225.215233976,Téti,08,Győr-Moson-Sopron,,0.1893989990034427,142,-1.0839263848617848,9976.0,2.8773787471878065
093,0.0,7381871.202838156,20472901.771879807,16637809.522587964,18064631.916144606,23850655.536290508,4427786.450929848,22431737.92200027,Balmazújvárosi,09,Hajdú-Bihar,,0.8167316377836498,7,0.7274295330352039,18398.0,27.68755235629025
094,0.0,10086176.66577593,27973029.93485784,25114261.906304598,109441.40565566362,30482551.120827433,6049880.193688147,30649474.284337576,Berettyóújfalui,09,Hajdú-Bihar,,0.6347314476706949,28,0.9284339669207485,25138.0,37.83072568390175
095,0.0,57718866.1818176,160077661.23991725,48372530.828064926,5122419.743053845,163012542.12071618,34620871.40515612,0.0,Debreceni,09,Hajdú-Bihar,,0.46215190678662976,58,-0.47794799471312716,143854.0,216.48902906086408
096,0.0,10580093.58341338,29342860.46432757,16854011.581917357,114800.7170711351,30835044.627396174,6346140.935132577,32150369.456746664,Derecskei,09,Hajdú-Bihar,,0.5407778069889054,44,0.16477223509405012,26369.0,39.683284491956606
097,0.0,9918461.579202045,27507888.455314104,12220208.572002942,107621.59073148241,28449264.642744027,5949281.501629842,30139828.320026454,Hajdúböszörményi,09,Hajdú-Bihar,,0.5005661336495835,52,-0.1425104982930051,24720.0,37.20166834696679
098,0.0,6149285.6861994555,17054445.730831064,16392691.554779317,4562857.129237658,19192378.123818442,3688458.2643195377,18686205.858929023,Hajdúhadházi,09,Hajdú-Bihar,,0.7209197712890937,16,1.0781220533524962,15326.0,23.064432406375932
099,0.0,7247057.161955799,20099008.142390102,10392064.333356095,78635.16067119884,20975288.286084596,4346922.430519345,22022070.352601852,Hajdúnánási,09,Hajdú-Bihar,,0.5232359681652449,49,0.029384697402341377,18062.0,27.18189861176837
100,0.0,10725740.89543807,29746799.11761555,18106814.31090526,116381.0826631872,31387084.700789887,6433502.957183209,32592956.741543166,Hajdúszoboszlói,09,Hajdú-Bihar,,0.5511458796228083,43,0.24579898133448685,26732.0,40.229571126663274
101,0.0,7458506.565363544,20685442.49578616,20936067.32473602,80929.52063541775,22808578.868065737,4473753.79586558,22664614.427223776,Nyíradonyi,09,Hajdú-Bihar,,0.6659866195273894,24,1.198350813825371,18589.0,27.9749924313012
102,0.0,9239977.819880417,25626179.742614415,14330790.34768235,4596393.096608396,27353384.702908047,5542314.065575794,28078078.73713144,Püspökladányi,09,Hajdú-Bihar,,0.5807846083965433,37,0.12898250844671755,23029.0,34.65684548391174
103,0.0,2000544.0709507037,1506562.360837874,3503376.059506079,21707.17036355871,1399624.648970786,325832.48252386454,6079174.110180093,Bélapátfalvai,10,Heves,,0.2462031071137756,111,0.2994757215302223,4986.0,2.0374749367971408
104,0.0,21006515.20951145,15819509.105829703,26756221.32760911,22708601.418234948,14932592.52596138,3421371.7654506476,0.0,Egri,10,Heves,,0.2822686570371555,102,-0.10705616282174263,52355.0,21.39430411472409
105,0.0,7318476.505042286,5511371.33206635,10250290.347514533,13567810.559083937,5343186.721075637,1191974.4246360387,22239096.62448554,Füzesabonyi,10,Heves,,0.3440411562935149,85,0.000977884356552368,18240.0,7.453578589486532
106,0.0,17052772.474824682,12842039.089043416,22912553.808458257,9177300.351864371,11953671.052292923,2777418.0384570328,0.0,Gyöngyösi,10,Heves,,0.25056658999547354,110,-0.04753176303105768,42501.0,17.367573664022316
107,0.0,13377484.931722306,10074267.082369749,21085798.375528373,40610355.545041114,10112778.532799184,2178816.847137619,0.0,Hatvani,10,Heves,,0.4270660224097903,66,0.15048854078403615,33341.0,13.624438802196845
108,0.0,8328378.114866378,6271904.316869585,26219175.25180358,4586501.662379353,6230213.780806711,1356459.053298808,25307945.64881833,Hevesi,10,Heves,,0.40175154812378544,71,1.4888120990787441,20757.0,8.482123398134426
109,0.0,4556393.596012073,3431312.1078369226,13261430.237824304,4545573.241082158,3432488.491283125,742108.6384959898,13845788.446691765,Pétervásárai,10,Heves,,0.41865219862968156,68,1.286472231300182,11356.0,4.640506494638654
110,0.0,24075942.03317228,26870381.399908677,13127994.191960735,13749639.67465434,24915941.583888344,5811404.363657468,0.0,Esztergomi,11,Komárom-Esztergom,,0.24196086555438964,112,-0.7272277226891735,60005.0,36.33950380523649
111,0.0,5062748.713849976,5650370.344205445,3993374.360525946,54934.03041463775,5198384.3620080305,1222036.5013020572,15384480.329372726,Kisbéri,11,Komárom-Esztergom,,0.22441609132503465,124,-0.5199168601573253,12618.0,7.641560853503442
112,0.0,10393921.812671075,11600320.476037567,4310285.560096816,36081848.510903426,11496827.086072411,2508864.7619456165,0.0,Komáromi,11,Komárom-Esztergom,,0.3962524313829443,72,-0.8384013745890259,25905.0,15.688273411793206
113,0.0,6897583.859549448,7698170.596547455,3620046.4196005194,13563243.607276602,7422961.810816308,1664925.4631386641,0.0,Oroszlányi,11,Komárom-Esztergom,,0.33138635065649497,90,-0.7446350719741486,17191.0,10.411005914770778
114,0.0,10433242.574595096,11644205.108604703,5544319.410015615,113207.29060642142,10585886.02075239,2518355.9314754624,0.0,Tatai,11,Komárom-Esztergom,,0.1980720362351353,136,-0.739032305239833,26003.0,15.747622988877
115,0.0,22639931.758416448,25267696.706461914,9747786.78460385,49703125.92903968,24390381.834088586,5464782.978480732,0.0,Tatabányai,11,Komárom-Esztergom,,0.33387449712730427,88,-0.8248948794243732,56426.0,34.17203302581909
116,0.0,9306181.143528003,16246642.678482894,18594432.403672267,4597111.444604783,16692528.256719362,3513750.2795862826,28279254.775675304,Balassagyarmati,12,Nógrád,,0.4841799119546359,56,0.5096473141244199,23194.0,21.971959558380266
117,0.0,4809571.154931024,8396503.655556371,13731256.517357618,13540587.346832966,9515327.423329163,1815957.773622522,14615134.388032245,Bátonyterenyei,12,Nógrád,,0.7399952504589815,12,1.2392000242011516,11987.0,11.355431543774436
118,0.0,7449278.223279336,13004879.191545807,19622606.83400669,4576962.871712173,13736713.401726022,2812636.3581443015,22636571.70669948,Pásztói,12,Nógrád,,0.5538834255336234,41,1.0511967029431666,18566.0,17.58779861864655
